altitude,direction,distance,heading,latitude,local_time,longitude,matched_altitude,matched_heading,matched_latitude,matched_link_id,matched_longitude,mo_id,properties/L/Aircon_ACStatus_Front,properties/L/Aircon_AirRecirculationMode,properties/L/Aircon_FanStatus_Front,properties/L/Aircon_Mode_DR,properties/L/Aircon_RemoteControl_Status,properties/L/Aircon_TemperatureSetting_DR,properties/L/Aircon_TemperatureSetting_ValueType,properties/L/Brake_ParkingBrake (IG1PullUp),properties/L/MeterIndicator_ABS,properties/L/MeterIndicator_AutoStop_Amber,properties/L/MeterIndicator_BATT,properties/L/MeterIndicator_Brake_Amber,properties/L/MeterIndicator_Brake_Red,properties/L/MeterIndicator_CruiseControl,properties/L/MeterIndicator_CruiseMain,properties/L/MeterIndicator_DoorOpen,properties/L/MeterIndicator_ECO,properties/L/MeterIndicator_EPS,properties/L/MeterIndicator_Engine_Failure,properties/L/MeterIndicator_FrontFog,properties/L/MeterIndicator_HeadlightControl_Failure,properties/L/MeterIndicator_Headlight_High,properties/L/MeterIndicator_Headlight_Small,properties/L/MeterIndicator_LowFuel_GAS,properties/L/MeterIndicator_Oil_Pressure,properties/L/MeterIndicator_ParkingSensor_Amber,properties/L/MeterIndicator_PowerSystem_Failure,properties/L/MeterIndicator_SRS,properties/L/MeterIndicator_Seatbelt,properties/L/MeterIndicator_Seatbelt_RC,properties/L/MeterIndicator_Seatbelt_RL,properties/L/MeterIndicator_Seatbelt_RR,properties/L/MeterIndicator_SmartEntry,properties/L/MeterIndicator_SportMode,properties/L/MeterIndicator_TEMP_Cold_Hot,properties/L/MeterIndicator_TEMP_Hot,properties/L/MeterIndicator_TPMS_DWS,properties/L/MeterIndicator_VSA_Act,properties/L/MeterIndicator_Washer_Empty,properties/L/RemoteEngineStarter_PowerMode,properties/L/SeatBeltReminder_DR,properties/L/SeatBeltReminder_RC,properties/L/SeatBeltReminder_RL,properties/L/SeatBeltReminder_RR,properties/L/SeatbeltStatus_DR,properties/L/SecurityAlarm,properties/O/EngineCoolantTemp,properties/O/FuelLevel,properties/O/FuelLevelRaw,properties/O/VehicleInteriorTemperature,properties/O/ccMainSw,properties/O/distanceToEmpty,properties/O/engineRpm,properties/O/fuelMode,properties/O/fuelRatio,properties/O/ignitionOnTime,properties/O/meterIndicatorLowFuel,properties/O/odometer,properties/O/seatBeltStatus,properties/O/tcuAcc,properties/O/tcuAccuracy,properties/O/tcuBatteryVoltage,properties/O/tcuIgnitionStatus,properties/O/tripEndTime,properties/O/tripStartLat,properties/O/tripStartLong,properties/O/tripStartTime,properties/O/tripStatus,road_type,speed,timestamp,trip_id
,1,116.9113007,126.3000031,12.71189,2020-07-15T17:14:04.000+05:30,77.8915,,73.9474411,12.71181442,203502621,77.89152215,MOBL153HHT0015627,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,Dr seat belt ON,OFF,80,,0.4296875,28,OFF,544,825,Fail safe mode,100,2020-07-15T17:11:43Z,OFF or blinking,6,,ON,3,14.8,ON,0,12.7123616,77.89172739,2020-07-15T11:35:40Z,Continue,3,0,1.59481E+12,1.19E+16
,1,116.9113007,88.90000153,12.71189,2020-07-15T17:14:07.000+05:30,77.8915,,73.9474411,12.71181442,203502621,77.89152215,MOBL153HHT0015627,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,Dr seat belt ON,OFF,80,,0.44921875,28,OFF,544,892,Fail safe mode,100,2020-07-15T17:11:43Z,OFF or blinking,6,,ON,3,14.9,ON,0,12.7123616,77.89172739,2020-07-15T11:35:40Z,Continue,3,4.889999867,1.59481E+12,1.19E+16
,1,121.3921661,85.09999847,12.7119,2020-07-15T17:14:10.000+05:30,77.89154,,73.9474411,12.71182562,203502621,77.8915618,MOBL153HHT0015627,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,Dr seat belt ON,OFF,80,,0.46875,28,OFF,544,1316,Fail safe mode,100,2020-07-15T17:11:43Z,OFF or blinking,6,,ON,2,14.9,ON,0,12.7123616,77.89172739,2020-07-15T11:35:40Z,Continue,3,8.130000114,1.59481E+12,1.19E+16
,1,127.9605179,77.59999847,12.71191,2020-07-15T17:14:13.000+05:30,77.8916,,73.9474411,12.71184204,203502621,77.89161992,MOBL153HHT0015627,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,Dr seat belt ON,OFF,80,,1.03515625,28,OFF,544,929,Fail safe mode,96,2020-07-15T17:11:43Z,OFF or blinking,6,,ON,2,14.9,ON,0,12.7123616,77.89172739,2020-07-15T11:35:40Z,Continue,3,0,1.59481E+12,1.19E+16
,1,127.9605179,77.69999695,12.71192,2020-07-15T17:14:16.000+05:30,77.8916,,73.9474411,12.71184204,203502621,77.89161992,MOBL153HHT0015627,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,Dr seat belt ON,OFF,80,,0.44921875,28,OFF,544,824,Fail safe mode,100,2020-07-15T17:11:43Z,OFF or blinking,6,,ON,2,14.9,ON,0,12.7123616,77.89172739,2020-07-15T11:35:40Z,Continue,3,0,1.59481E+12,1.19E+16
,1,127.9605179,77.69999695,12.71192,2020-07-15T17:14:19.000+05:30,77.8916,,73.9474411,12.71184204,203502621,77.89161992,MOBL153HHT0015627,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,Dr seat belt ON,OFF,81,,0.44921875,28,OFF,544,1263,Fail safe mode,100,2020-07-15T17:11:43Z,OFF or blinking,6,,ON,2,14.9,ON,0,12.7123616,77.89172739,2020-07-15T11:35:40Z,Continue,3,4.53000021,1.59481E+12,1.19E+16
,1,131.0917511,109.0999985,12.71191,2020-07-15T17:14:22.000+05:30,77.89163,,73.9474411,12.71184987,203502621,77.89164762,MOBL153HHT0015627,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,Dr seat belt ON,OFF,81,,0.44921875,28,OFF,544,1156,Fail safe mode,100,2020-07-15T17:11:43Z,OFF or blinking,6,,ON,2,14.9,ON,0,12.7123616,77.89172739,2020-07-15T11:35:40Z,Continue,3,4.619999886,1.59481E+12,1.19E+16
,1,134.9608459,104,12.7119,2020-07-15T17:14:25.000+05:30,77.89167,,73.9474411,12.71185954,203502621,77.89168186,MOBL153HHT0015627,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,Dr seat belt ON,OFF,81,,0.44921875,28,OFF,544,1339,Fail safe mode,100,2020-07-15T17:11:43Z,OFF or blinking,7,,ON,2,14.9,ON,0,12.7123616,77.89172739,2020-07-15T11:35:40Z,Continue,3,10.68999958,1.59481E+12,1.19E+16
,1,145.2823944,77.09999847,12.7119,2020-07-15T17:14:28.000+05:30,77.89177,,77.94270325,12.71188525,203502621,77.89177321,MOBL153HHT0015627,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,Dr seat belt ON,OFF,80,,0.44921875,28,OFF,544,2283,Fail safe mode,100,2020-07-15T17:11:43Z,OFF or blinking,7,,ON,2,14.9,ON,0,12.7123616,77.89172739,2020-07-15T11:35:40Z,Continue,3,22.23999977,1.59481E+12,1.19E+16
,1,164.4939423,75.09999847,12.71195,2020-07-15T17:14:31.000+05:30,77.89194,,77.94270325,12.71192153,203502621,77.89194619,MOBL153HHT0015627,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,Dr seat belt ON,OFF,80,,0.4296875,28,OFF,544,1822,Fail safe mode,100,2020-07-15T17:11:43Z,OFF or blinking,7,,ON,2,15,ON,0,12.7123616,77.89172739,2020-07-15T11:35:40Z,Continue,3,26.80999947,1.59481E+12,1.19E+16
,1,189.0161438,75.80000305,12.712,2020-07-15T17:14:34.000+05:30,77.89216,,77.94270325,12.71196783,203502621,77.892167,MOBL153HHT0015627,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,Dr seat belt ON,OFF,80,,0.44921875,28,OFF,543,2572,Fail safe mode,100,2020-07-15T17:11:43Z,OFF or blinking,7,,ON,2,15,ON,0,12.7123616,77.89172739,2020-07-15T11:35:40Z,Continue,3,37.63999939,1.59481E+12,1.19E+16
,1,4.776798725,79.80000305,12.71206,2020-07-15T17:14:37.000+05:30,77.89245,,82.71281433,12.71202448,203502619,77.89245463,MOBL153HHT0015627,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,Dr seat belt ON,OFF,80,,0.4296875,28,OFF,543,1841,Fail safe mode,100,2020-07-15T17:11:43Z,OFF or blinking,7,,ON,2,14.9,ON,0,12.7123616,77.89172739,2020-07-15T11:35:40Z,Continue,3,40.86999893,1.59481E+12,1.19E+16
,1,38.73477173,84.19999695,12.7121,2020-07-15T17:14:40.000+05:30,77.89276,,82.71281433,12.71206341,203502619,77.89276477,MOBL153HHT0015627,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,Dr seat belt ON,OFF,80,,0.44921875,28,OFF,543,2041,Fail safe mode,100,2020-07-15T17:11:43Z,OFF or blinking,7,,ON,2,14.9,ON,0,12.7123616,77.89172739,2020-07-15T11:35:40Z,Continue,3,45.31000137,1.59481E+12,1.19E+16
0,1,77.38010406,91.30000305,12.7121,2020-07-15T17:14:43.000+05:30,77.89312,0,90.67596436,12.71207414,203502619,77.89311969,MOBL153HHT0015627,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,Dr seat belt ON,OFF,80,F,0.44921875,28,OFF,543,1802,Fail safe mode,100,2020-07-15T17:11:43Z,OFF or blinking,7,,ON,2,14.9,ON,0,12.7123616,77.89172739,2020-07-15T11:35:40Z,Continue,3,51,1.59481E+12,1.19E+16
,1,120.8431244,98.5,12.71205,2020-07-15T17:14:46.000+05:30,77.89352,,99.54824829,12.71203543,203502619,77.8935175,MOBL153HHT0015627,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,Dr seat belt ON,OFF,80,,1.11328125,28,OFF,543,1916,Fail safe mode,94,2020-07-15T17:11:43Z,OFF or blinking,7,,ON,2,14.9,ON,0,12.7123616,77.89172739,2020-07-15T11:35:40Z,Continue,3,55.41999817,1.59481E+12,1.19E+16
,1,168.042038,101,12.71198,2020-07-15T17:14:49.000+05:30,77.89395,,102.5353775,12.7119479,203502619,77.89394273,MOBL153HHT0015627,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,Dr seat belt ON,OFF,80,,1.03515625,28,OFF,543,2158,Fail safe mode,96,2020-07-15T17:11:43Z,OFF or blinking,7,,ON,2,15,ON,0,12.7123616,77.89172739,2020-07-15T11:35:40Z,Continue,3,62.56999969,1.59481E+12,1.19E+16
,1,221.946228,106.3000031,12.71185,2020-07-15T17:14:52.000+05:30,77.89443,,105.9040298,12.71182643,203502619,77.89442316,MOBL153HHT0015627,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,Dr seat belt ON,OFF,80,,0.44921875,28,OFF,543,1291,Fail safe mode,100,2020-07-15T17:11:43Z,OFF or blinking,7,,ON,2,15,ON,0,12.7123616,77.89172739,2020-07-15T11:35:40Z,Continue,3,65.08000183,1.59481E+12,1.19E+16
,1,3.41303134,108.6999969,12.7117,2020-07-15T17:14:55.000+05:30,77.89489,,107.6101608,12.71169367,203502617,77.89488795,MOBL153HHT0015627,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,Dr seat belt ON,OFF,80,,0.4296875,27,OFF,543,1749,Fail safe mode,100,2020-07-15T17:11:43Z,OFF or blinking,7,,ON,2,15,ON,0,12.7123616,77.89172739,2020-07-15T11:35:40Z,Continue,3,59.29999924,1.59481E+12,1.19E+16
,1,51.24198914,106.1999969,12.71157,2020-07-15T17:14:58.000+05:30,77.89531,,107.6101608,12.71156287,203502617,77.89530769,MOBL153HHT0015627,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,Dr seat belt ON,OFF,80,,1.03515625,27,OFF,543,1626,Fail safe mode,96,2020-07-15T17:11:43Z,OFF or blinking,7,,ON,2,14.9,ON,0,12.7123616,77.89172739,2020-07-15T11:35:40Z,Continue,3,55.02000046,1.59481E+12,1.19E+16
,1,32.90444565,106.4000015,12.71145,2020-07-15T17:15:01.000+05:30,77.89572,,109.5342178,12.71142655,203502616,77.89571153,MOBL153HHT0015627,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,Dr seat belt ON,OFF,80,,0.44921875,27,OFF,543,1646,Fail safe mode,100,2020-07-15T17:11:43Z,OFF or blinking,7,,ON,2,14.9,ON,0,12.7123616,77.89172739,2020-07-15T11:35:40Z,Continue,3,55.75,1.59481E+12,1.19E+16
,1,36.84597015,111,12.71131,2020-07-15T17:15:04.000+05:30,77.89611,,111.9485474,12.71127751,203502615,77.89609667,MOBL153HHT0015627,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,Dr seat belt ON,OFF,80,,0.44921875,27,OFF,543,1660,Fail safe mode,100,2020-07-15T17:11:43Z,OFF or blinking,7,,ON,2,15,ON,0,12.7123616,77.89172739,2020-07-15T11:35:40Z,Continue,3,56.45000076,1.59481E+12,1.19E+16
,1,2.950589657,113.1999969,12.71116,2020-07-15T17:15:07.000+05:30,77.8965,,112.9389343,12.7111206,214086648,77.89648302,MOBL153HHT0015627,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,Dr seat belt ON,OFF,80,,0.4296875,27,OFF,543,869,Fail safe mode,100,2020-07-15T17:11:43Z,OFF or blinking,7,,ON,2,15,ON,0,12.7123616,77.89172739,2020-07-15T11:35:40Z,Continue,3,45.59999847,1.59481E+12,1.19E+16
,1,34.90742493,113.5,12.71104,2020-07-15T17:15:10.000+05:30,77.89677,,116.1447525,12.71100737,214086648,77.89675369,MOBL153HHT0015627,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,Dr seat belt ON,OFF,80,,1.171875,27,OFF,543,929,Fail safe mode,92,2020-07-15T17:11:43Z,OFF or blinking,7,,ON,2,14.7,ON,0,12.7123616,77.89172739,2020-07-15T11:35:40Z,Continue,3,26.70999908,1.59481E+12,1.19E+16
,1,56.84402466,118.5999985,12.71095,2020-07-15T17:15:13.000+05:30,77.89695,,116.1447525,12.71091999,214086648,77.896935,MOBL153HHT0015627,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,Dr seat belt ON,OFF,80,,0.4296875,27,OFF,543,1721,Fail safe mode,100,2020-07-15T17:11:43Z,OFF or blinking,7,,ON,2,14.9,ON,0,12.7123616,77.89172739,2020-07-15T11:35:40Z,Continue,3,23.73999977,1.59481E+12,1.19E+16
,1,69.51847076,120.1999969,12.71089,2020-07-15T17:15:16.000+05:30,77.89705,,116.1447525,12.71086951,214086648,77.89703976,MOBL153HHT0015627,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,Dr seat belt ON,OFF,80,,0.44921875,27,OFF,543,2329,Fail safe mode,100,2020-07-15T17:11:43Z,OFF or blinking,7,,ON,2,14.9,ON,0,12.7123616,77.89172739,2020-07-15T11:35:40Z,Continue,3,34.25,1.59481E+12,1.19E+16
,1,0.286599249,119.3000031,12.71076,2020-07-15T17:15:19.000+05:30,77.89727,,118.4071503,12.71075877,206673918,77.89726932,MOBL153HHT0015627,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,Dr seat belt ON,OFF,80,,0.44921875,27,OFF,543,1832,Fail safe mode,100,2020-07-15T17:11:43Z,OFF or blinking,7,,ON,2,15,ON,0,12.7123616,77.89172739,2020-07-15T11:35:40Z,Continue,3,40.54999924,1.59481E+12,1.19E+16
,1,34.83260727,116.3000031,12.71063,2020-07-15T17:15:22.000+05:30,77.89756,,118.4071503,12.71061021,206673918,77.8975491,MOBL153HHT0015627,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,Dr seat belt ON,OFF,80,,0.44921875,27,OFF,543,2028,Fail safe mode,100,2020-07-15T17:11:43Z,OFF or blinking,7,,ON,2,15,ON,0,12.7123616,77.89172739,2020-07-15T11:35:40Z,Continue,3,45.04999924,1.59481E+12,1.19E+16
,1,71.91275024,119.1999969,12.71047,2020-07-15T17:15:25.000+05:30,77.89786,,118.4071503,12.71045075,206673918,77.8978494,MOBL153HHT0015627,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,Dr seat belt ON,OFF,80,,0.44921875,27,OFF,543,1740,Fail safe mode,100,2020-07-15T17:11:43Z,OFF or blinking,7,,ON,2,14.9,ON,0,12.7123616,77.89172739,2020-07-15T11:35:40Z,Continue,3,38.65999985,1.59481E+12,1.19E+16
,1,104.2034988,122.4000015,12.71031,2020-07-15T17:15:28.000+05:30,77.89811,,120.5565872,12.71030289,206673918,77.89810573,MOBL153HHT0015627,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,Dr seat belt ON,OFF,80,,0.4296875,27,OFF,543,2034,Fail safe mode,100,2020-07-15T17:11:43Z,OFF or blinking,7,,ON,2,14.9,ON,0,12.7123616,77.89172739,2020-07-15T11:35:40Z,Continue,3,45.15999985,1.59481E+12,1.19E+16
,1,141.7295837,120.3000031,12.71014,2020-07-15T17:15:31.000+05:30,77.89841,,123.6103897,12.71012338,206673918,77.89839875,MOBL153HHT0015627,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,Dr seat belt ON,OFF,79,,0.44921875,27,OFF,543,2518,Fail safe mode,100,2020-07-15T17:11:43Z,OFF or blinking,7,,ON,2,15,ON,0,12.7123616,77.89172739,2020-07-15T11:35:40Z,Continue,3,55.90999985,1.59481E+12,1.19E+16
,1,186.8600616,123.3000031,12.70992,2020-07-15T17:15:34.000+05:30,77.89876,,123.6103897,12.70989756,206673918,77.89874481,MOBL153HHT0015627,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,Dr seat belt ON,OFF,79,,0.44921875,27,OFF,543,2026,Fail safe mode,100,2020-07-15T17:11:43Z,OFF or blinking,7,,ON,2,15,ON,0,12.7123616,77.89172739,2020-07-15T11:35:40Z,Continue,3,63.63000107,1.59481E+12,1.19E+16
,1,240.1140289,126.0999985,12.70964,2020-07-15T17:15:37.000+05:30,77.89916,,126.1154327,12.70962449,206673918,77.89914848,MOBL153HHT0015627,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,ON,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,OFF,Dr seat belt ON,OFF,80,,0.4296875,27,OFF,543,2202,Fail safe mode,100,2020-07-15T17:11:43Z,OFF or blinking,7,,ON,2,14.9,ON,0,12.7123616,77.89172739,2020-07-15T11:35:40Z,Continue,3,63.68000031,1.59481E+12,1.19E+16
